Address,Balance,lastTxHeightOnCosmosHub
juno1894hnr9jry9gt0vhrmy9g6374d9m42y9453zkr,1.56,5803634
juno189hpwqa78n3ndcjd20mf28wma406vrcquxr4mx,23.32,11898283
juno18x9ph8m2sw5n5uu8ywhdymq3hakl0dlkdf2fhk,2.98,Inactive
juno189ka4z7hnqkz6e04hmvl6trx9j7fvvq9wz40kh,110.56,7605089
juno18xfd62a47tr3x6tldd2x8mxx4jh0ew6vfatf6d,11.0,Inactive
juno18x8ntuvlkqq9zt820xv06438tyajfsamrf2wt3,11.99,10903586
juno189cyarpr4q58rmc6kq2kmuma8st6trgfx57ere,6.28,7649122
juno189a6n4fxt5q9mppwfvth3vjt9mgp6xvzevt6wv,50.54,5508391
juno189mcdm5m34t9dy5ntg75nfps9ut08zcev24527,99.89,5710917
juno189mq0dg3mnxfhxhqsv50anekrhzryh0zj57d9l,0.04,6129056
juno189uwxg0dym6j63y8wu8tsxc4dncunguwu0d6vw,340.29,9491753
juno189l9ykp0penna5vwscpyt3nwz4ntmxpf5v6pqs,324.3,6515999
juno189ckdts2s27lsc7wsgrp9w744rapas2a4kmclz,175.76,8107486
juno18xsxgc9njvkqzlm69lrt70v8yygss35sqj0kla,2.1,Inactive
juno18xs5qws49kcxhl6wl3fz0y34p50xc32rsu87yd,6.41,Inactive
juno18xzzn595l02tzd8q80z5nu3dsekhvsdhm4w64l,605.0,6477115
juno18xpxfudczh48ke9087yrq6aln3ym4u75895mnh,27.87,10323823
juno18x8qang4cnddpm6jgrlsl4p8zwdcmudnej6k4e,12.05,10223672
juno18xxt7hv3w6knf7pv2n2ckqza7nx7x5wkktrfml,3.23,12496374
juno18x8wnkq3yuamehaum68l7skwnn37wmv43u6jex,249.95,9470523
juno18xhtmp5v8epsra5ykkpr2j7rjt8fg6yndhu47e,1.06,Inactive
juno18x29a9q695dfpc4nh0gsyysfnhy5eltegnmglt,3.45,8391925
juno18xtcmsvfuy2cy4kr2vmpddj2fnkhh04cv77vec,9.59,5957856
juno18xt636n7a9f6u0w7mr3az0e93p8rsdyxswcmnx,229.0,5848615
juno18x2shrq66fqjw2zw7660nm5jjvh7prxfc5rctf,9.28,5735053
juno18x2vp826wsxs0h5jernemg3rez9uqe38fzvh83,34.69,11509575
juno18xvy06us2rvm0fm4ru20u4spj3yxm3rmmj05k4,394.57,9476379
juno18xd5xz8egg6cahlmxx59m0rrhthp625e56cj3m,3123.0,12016831
juno18xv26qhewchsqps49mmtn9mpq8x6ykgc6lfqs8,16.05,9952639
juno18xlmts8ywwquuvzrljyaft64u79a0r07jzm96e,2.83,Inactive
juno18xdkg4gp7tg6nd5g4rlnxjvgvrr2ytqajqleqv,12.73,11328901
juno18x73fqfzdup8800rtcarjtrpsn98tvnwkjh67y,49.0,Inactive
juno18xwfjcpu4g3fcu7l9ugnl5qcc6n4wjcff6d9l5,667.6,11897542
juno18xjhfhzq43pm578r5k5g4p4uajzhzgkhx2utx5,33.1,8612053
juno18xjrfpzl5natxc9rqek9my2f5meeuda0tqrmtd,101.58,9085190
juno188ze06265kj80jt3mwtjkujzl3r6xml32m6qvy,28.15,Inactive
juno18xnrssnfkrm6dec0l9t4wyws9pjdzn85xpy80g,348.76,8073989
juno18x4j5m9dhux3yxekwn7zks3udencju2jcqtqhf,5.95,7646828
juno18x5guypsvc3epwcezpf4mnspd38ztdms6254k9,16.68,7677677
juno18xn04c3tl6qects2k0smd4z88ymk3w3jqcgnmf,11.54,7358257
juno18x43z5rh80r33m500mr0jy8mq6vst9l7j50tv5,60.19,8538283
juno188gasjv34xeh0pcc3a6k3zkypyc3mtskwufhdp,4.19,Inactive
juno18xcvzl9fq0h4c87wx6kffrlmqshgh2znecz4nv,137.24,5906875
juno18xejeupruc6dmprqltg4eg2d5s2u33c7szrqn4,4.12,5612971
juno18x67pf6rdaf9n7r8788um9q02ncjkwmd5qgyes,3.33,9786998
juno18xcmu2avgfh2lztajme2sfkfexpegwns8gzkkf,2.02,7886103
juno18xuwqcpxepp83wagctcd93ep7kajumv8fq7sv9,5.58,5505772
juno18x789z64cc3lk4xz5tke9f69a62k025a3jsj6a,29.23,6810607
juno18xmnh9a98zvawpu46rv92zzd52zfhhkn60s563,53.63,9446856
juno18xahfjfsx8z5j0kn62gwl93d5em49ejqzel9ge,31.53,10484290
juno188pz9s4ccpljnsytdvr633u05sqzes8m52w6e6,4.93,5701052
juno188pet9jq5sjvddxa0mxa4mnmd7w9segh897c7n,11.36,10163411
juno188q00lxze9urqpym4xk0k9nultyj9umlrqstl8,9.32,5796419
juno188pgeqg2d24qj2fff983vtanlzrj7ne08f0zt8,227.53,12504843
juno188ssdptt3wqgfxqeqxqqdj92chpux9ywwl68xp,33.44,Inactive
juno188z55862zckmn7kuwg94sl3nw9ta9pqtzqwkq0,1.0,9605385
juno1884myu3k33nu2st8etw47f7qmxc3hwlnm50qwa,5.11,Inactive
juno188r43dfy880ktq46ns8yyfrd23a86lrshueuul,55.32,7864850
juno188xy2lp8qqcmaenl6h8lzt4yuz6y0wdlaxq7yt,45.61,8077724
juno188xjcmqgpy7nhyl3s7cdsjynz7pvcdayhlvynh,10.84,10463183
juno1889j3385kuz6uawu78q6kujqmcvjuxujmgf8y3,8.19,12578905
juno188fce3ju7frpfvfh6e8lp2g2nqzt947ktkytux,10.28,6066174
juno188tyjt9ktgcdfvlnjd9hyf048ru8tyun6fkcjr,365.59,12612396
juno188wxl599p666l5eaautrp3vefl4r8k930y3hee,150.47,9748136
juno18gy0k2qrrjcl5c27gy2xprpxqz4629dk9fl8zv,2.12,Inactive
juno188dlre572rum524xwn3cc6e0vzy0ngazkuhec2,12.23,9277520
juno18855vssdy0pg0u6c4k89a0allfpscfp8ze8etu,22.68,5822223
juno188ndmmk8cj276p895y9ld4h7xa7d2rj8cgd7gv,6.0,6570219
juno18g9ea9elwepj6etafp2pggrg0dt36dgcgpqvkn,37.23,Inactive
juno188slz8red3c5cjanvrdv7efel7ewdm0a6x025e,19.29,7796530
juno188juwcncszzmxdn38hc3kf50eypn7p0e0atmxs,40.63,5591557
juno1884u6qqf3wx4d7lac7n7ns4dsts3pxzfr6nuql,1.74,8542460
juno18gfspzsyvq2zl354ahf75jrz3ny8dj8m9aek6e,8.1,Inactive
juno188kl7zh4en77n00ltvudfpz5a0jksyxavyrlhz,42.24,8639147
juno188and3gp0yqeg7d4u8m3zukpdrhv6qcrveqe6c,10.47,12058682
juno188u8ftacte8pdlsm8vgrtlfcgxjd3r0rhsq9tt,1.16,12422289
juno188a5y4um82kmk4rra0vc9akp6a7tqnxhkfedt6,1.49,10078064
juno188ae6ntkfdkfqkpum0rwa6jkg7hfe7cen7qacm,100.0,12430268
juno1887kf89lhj9ayv93chy66k40hcq24lv3p4eqer,75.68,9860359
juno18gwa79cupsaasy24g4mhv2at8fqawc5xuv9wtu,5.36,Inactive
juno188l5qj2e85ah2nv257glne20zsdxl0v03t8caq,15.22,6570216
juno188lx75necx27jlnffkfpzse9ryal2ddd2gj97h,605.71,9604575
juno18grx6xa52h6ttmsrquf893wth9fnvkm8nwqare,47.17,7390265
juno18gqj4t9v53dr34rkgf0s5wdazuues35kazpx0n,49.85,8562884
juno18gr0arrhj43ugn7ggjt94l0nx2uz0emn7tuzrh,2.46,7149744
juno18gru2kamjnlw5cdhmr4jvd62ym9k0q9aa6vet8,24.98,7650848
juno18gyj464ds64x9l6275fteggmmekslrclvpk37a,89.7,9264479
juno18g9vs0udqawhg4daft9y90uukncnww463jfvru,114.41,5866465
juno18gzn98ljnxq3j3fc3cn0mhf63tevszmqvp7pw0,88.84,12610598
juno18g8g5pt4203wvalatmu8v25a7rp8mhtfhwrt4n,22.99,6632404
juno18ggwpel3pv77g4hach77ur46fcqe2h3lg27fkw,7.49,7693965
juno18g8gwzkeff9u40hzgtvx8qg8p0t3vhd9yec98h,23.02,9937264
juno18gukqm44uc2h5rpzqwwg5d2ad6tvpdgwha0nkx,10.92,7432643
juno18gtgxw8lpprjle2qql0vsl3n8pkzl5q6h5qyrh,26.01,7745964
juno18ggtvrdmr34a9k48ejrjdqlkud2q8c3t4z7tmk,120.32,12690903
juno18gdhpvywftwt3g9cfscjy5w4vptyj6vnlzlrax,1.21,12519137
juno18g3dcm39ew08wwx0ev328m252jqsgqw3l84ac6,267.7,9354004
juno18gw7f62rtspm8qyzzm4trnchh3fzcpp7gacnsq,71.3,9123722
juno18gtjswz6gyzwehaxm6wzzje2jgy5087pylu4st,172.18,12609411
juno18fpu8mnfzjzz6fjjkpe6xcdqnkjv6cpsd6ayu2,4.63,Inactive
juno18fqyf36n2mfw2d9788tqcqjz9hxcw33ll6qk82,0.95,6543101
juno18gndu6zklgyha4m38jvkz86r9vhrywpzkh92rh,40.47,7581335
juno18gngy5eal53lwarqvyr7z3lf22v2ze8xlzf2y2,54.75,10461119
juno18gczp0jsm25ag05ddmu5kcms75pmez2ugyf5sg,5.56,9205755
juno18g4qhmw65cyh6nmse8q7875nds6zudwlyceg7z,42.46,11236160
juno18ghs22h84n9u8nn26xvcy59j0xq7xmazjrew5w,10.18,7579005
juno18gen2ja2s93mmwygsy3r3t0ed2v4j43zcp55v8,2035.53,5699373
juno18f23zzyv65ja3y2yrg530e8et90weue7j43hg4,1.64,Inactive
juno18ftrmlc7cdmwuzpxkddm8893zn7635fpg5yyc7,45.49,5288294
juno18gmyu58gsr7gxhm3apf6twt3y0q868red50d89,1.35,8143941
juno18gctjfxm3svvuserwj3emcg8frmxzkeckrvl53,2.31,11871343
juno18fwaeyurtyzmyx7s9pw6e8xkd4u28q3348dgnt,1.92,Inactive
juno18guvwtmzw0z8mhgh560kew29hcxj5qpz8n03e3,260.0,7914379
juno18f3kzpwchfhxa6qqs73kv4a5n6kf5ynmeukkh6,60.93,Inactive
juno18f52puhydqtmc0amxjqj8gfs4kz7n9e3y5hw07,1.56,Inactive
juno18ga6jewajgcwyvfn8097jqxrwp59dtkhkrt9tu,62.98,9930907
juno18fpv8nhh977md8gzdsluerhetm7pnwappnwkz9,62.69,12522292
juno18fqd5nj29a8g8j8tck03g8hqs4jtjx7aqun2cs,500.0,11321069
juno18fy8lvn2ed7lrtjzy7zgnslhnyg0zzt74lzkc8,14.2,8234046
juno18f8uwmtr57mk3gyxk6uwfr3xtdurmcgndstsqu,25.03,7432633
juno18f8kjywqt2zpr0qnkf7wrvaqwy35gekxv6xu9r,6.0,10532939
juno18fg5e27sjgha2yth7xpt9ulnqcs29wzu7q8hvd,5.45,6269790
juno18fupktj9zlpyvzh5nsas3lptqp05wy6c5dh03x,10.02,5853676
juno18fg002lqqtrv34kpa7g2dre5zs6cklwqj8hw87,24.53,12220728
juno18ffuw40ze0kfas69wwhhulwmartsf4mudnwfg0,4.62,9846242
juno18fv7sx0zfy8s4n4r5tr9wcmsuveklasj3vezma,161.13,8235534
juno18fluc8egkyakytaxvwf8u5e89cgxpazhyxsljc,1134.71,Inactive
juno18fd4swy0klnr08t7gqvdfa4j0ccpn67h0qm66f,11.56,8090817
juno18fwwedx25725pzzd2xxxz6pjla4r0t30m9zmz9,29.57,12660544
juno18fsuwh73tclqnad5vy042xz0t6y8gzqqm3m73g,140.0,5987743
juno18f37yzfk9er5xye556gq79whdpwy07y3tfr48d,97.74,12265849
juno182zhgh9ajgpv7netmjyfnhy69jx8yk0jud9kh0,5.97,Inactive
juno18fnkzvgu8uc8h220n7clj39hfxh9c90vvyy89l,296.45,12030504
juno18294y3zsxd4lpva43v9yyy0m7npcz483tcd2zj,8.27,Inactive
juno18f4txfrd7dpzpa23xg3c04eh879uxtvvp60luj,49.18,11615456
juno182t7j324v7yznqq5ju6fyhpuaxgcrkwcxv3j0p,8.58,Inactive
juno18fktr3l3k8udcp7fh9twgs2ehzpvwtk282678a,213.58,7147520
juno18fkgxpa6q8vp3gn9sehmlsaxcrgpsn8dua5k2a,99.99,8853468
juno18fc64gjaahh9ld076ggrztlcwn85v4mvkcsh3x,2.0,12224496
juno18fmv2x626ehe6qvtjpr6zlk3t8gh49gljdll29,25.0,6619211
juno18fmvzywnzka2s27nstvhmjm44dsfpdpllcna67,23.89,6239505
juno18fucjmxy67du5l9uw6sr70szracen3xmv6kpew,138.42,5969045
juno182njm8fqrskka0sftwqu25rsceu99ggcg8vu80,8.71,Inactive
juno18fa8g737znyyyulmk0d085x0dsxnxfhex0yxwl,4.42,5673307
juno18fapflkgj7vewfnk0hhnmpyntmq0t4muw4gm0l,107.82,8522098
juno18fmf73zmg2dz9j4vh4j6gtkmwq868snkxtan53,27.57,12586635
juno18f7f454uczee7vsgjzht8yz0r2ch65ukqmj3yx,9.75,5520826
juno18faa5pvhm2w9qqqax44jnxfrwfh5pr3rf8ux2w,97.98,9957973
juno182r0emdchmjsp7dnjlcc3am4g5wrcz49mzxy5p,3.14,10804476
juno18f7qw7w6wqdsse906txsx4xdjy8q4llgndqyy2,1.02,8891622
juno182yxtrxvdqh4tmmevlqndg977f7hjz0y778293,3.08,8178279
juno182zrjrw5mvqcwcatu8m82ka734lpm9qf9lyhfu,48.5,5663872
juno182xe88xfkhwua6vlvs5r7xuc875yyksuejfwd7,6.4,5791887
juno1829uutfguz3wcwjw59txlalquer5p3rlqh4z9z,198.99,7789182
juno182ve65p2c08axnke3n2amnn7nc9fyal3g3th2q,26.95,10055616
juno182u042p6nnrry84yfzecucjep7c6y5rl432re0,2.52,Inactive
juno182uhzevnj45krms7warvpe2klms5pnrt6xefvj,9.22,5402673
juno182dd3glkvvjma2nvj9sh9ntnjvez06jr8gq4th,20.99,9022291
juno1820zuyttvtr7kynp4qs6ke3yprlyurehuzyg0m,76.86,5972195
juno182l0l5y9aks24fgtyj3m370e4qlvu4rgkej393,69.0,Inactive
juno182wj8hqyrnrz7k5e6mc9j36pq0kdez8gutfk9a,133.97,7569791
juno182jck389xjvr6jjh7rc3w8kc5vpy6zjsdcftdn,6.73,8018567
juno182jyzzjfjlmcerkpeu46mek5cxtxaskjngqxvz,50.07,9091730
juno182gwa2ztfv8jp9jm60u5qfe4gw75w32swwjr9u,50000.0,9861373
juno18tr55n03ud4plnzktl0edt5kfyjd3l26mh6khq,1.83,Inactive
juno182jdvv35h5mk9nav5vhz8hj9ws9frwa4tvd8vk,20.53,8038478
juno18253k4vwwh293xrahghrwwckl2uwwzmnrqpuzm,102.26,10826398
juno18t8gherz0tkuf8ef3vkk9kwjnspwr3ch53zk0p,138.95,Inactive
juno18t8l4djshu2yl20c2mk7vn2n5t73tr0ehaevtu,41.3,Inactive
juno1825vq0wjpu4eyvfx3w5ykatvsugt60zuw4g4hg,117.29,5511970
juno1824kvvk4g5qcusd7w4nynkjvmxnp45kzc6llqg,28.29,12327890
juno182hl94jk07k3s8rtf26acyldk2j0wtv980mp6l,22.88,7444831
juno182ew6ngflqsng3vac5zy85uanlxxl0z6d89d25,27.47,7580700
juno182mjzyfdjys3p93nc9vfaewzul4l9e72mpry6j,123.11,10478666
juno182mddzre46esns5jzvuj6eahh5penzh8zjsv65,101.06,12477926
juno18t0srq7mt5gqvl5scyx549w7jumx85sy2c87r3,9.5,Inactive
juno18t3vp8xhwwtyax6pxpzv3kwee3f8y6f7znhyv2,40.28,Inactive
juno1827hgr35zmn3jvu4yn29zfcxkgy94mqr4z3hpt,16.61,10461807
juno18t33hu65cr6209k5fzqyezv5u73h7uy7zf25xl,1.0,6182554
juno182lyq6gx32tavzeueaqgcpycwxwcmstx27yypu,25.26,5337223
juno182lr65qcm89tlt4sagzkjpuu2rryxrzqkqa85n,12.33,8564935
juno18tm9sklgzsr03wdjluem5x2gx7anseegrg00d2,5.76,Inactive
juno18tu3mu75g5x7hywxhnf3ay6lg949lrjcdm6yev,130.9,Inactive
juno18tfkuq4wxa8f6ale7qquzjz5spqfzujy9p2twv,16.77,12612742
juno18t2gp4y64egpqexgkskgr7ke7d2aadg85wrrqm,46.62,12035446
juno18vzh3pgse05nfguv9k4jfr6q26uw4nka436dd0,3.2,Inactive
juno18tf6a7vqw8c0qsq84772vzd2wfpyjjw245f40a,15.01,8014097
juno18ttvzk7e79a5kzcpd7at4j9q62wylvfpywpaaj,0.96,8224084
juno18vpmjp7kp79axsy66vze8uvajegw8k9wan55yz,211.02,Inactive
juno18t2cttzed7w60d589pwzcfpwv63hzpgugtnat6,146.09,7479114
juno18vx2ac9uecqlgp5g4cmw26uvpxkshzkfl9z20w,4.79,Inactive
juno18tv57x9lsympat00wemk3dpwxf5568v28399jl,77.82,9530445
juno18ttjrncs9ralc2t6x6ujadrdk2shjl0pjusg3r,69.29,11213017
juno18tdrenseky6hy0th8en53emnxd70axjd97kd3z,25.96,8261819
juno18twlffr7dn5jshx9e6k4csu88yvxgd263ks9sk,14.0,10920954
juno18twpdu9x789hcxdhse9xljhk6e3pza33mh5ra7,32.99,10520690
juno18twqc4uwcuu5rjt5nk66nwjtralrjdlnnvqz8h,7.98,12015902
juno18tnk0rc4gcqs8x8y34ckr8r6e3cv8rwsqlv6l3,99.89,8186645
juno18tnxe7zf5krt9rtdfv36cr3pwnzz75rcfzej6z,40.83,12393360
juno18t52klcy80zd9y8kmkem03re6r5ej65su6649l,94.69,11987260
juno18t53q0qeeze0s2v2nuzu3adw93dgzfhg4kxvj8,199.74,12053348
juno18tk4pu3ecxhxqt3p68tpn52x3kq55zxuyd56dy,53.76,8934021
juno18t6yhtq48a64tutxv6xqj28gy0q3665eg0c9z7,43.68,8538855
juno18t4lkzjh8r0drnqn3zhe09l4mkxl28c5lch6f0,51.64,7579457
juno18t437fqgwlfvmn3sksrhj9c2qvctfh96u5el7a,57.25,12699027
juno18t7m4xwpkxpsfeuew93ntlppakfk08augg0m09,0.03,10399423
juno18vzuc0q3c6v9fl6t8nc270nssfty8zs8ye00xe,600.0,6025711
juno18vw26cf6ksaapr665ky3e8rt9s9322w36he4tx,1.3,Inactive
juno18vrk0ecetr02pdksj8jpwp3khve59nw22xfy4y,81.9,6351862
juno18vkxjfw0rvme9fmj5hy4hwhz70pmg5kg54r8h9,269.0,Inactive
juno18v8prvrvtwuz3wkkcvrhxy5wz7nvv5fecctnn2,1.49,9732707
juno18vh7jqdel2khq8tk2vpugkna2xgaevzpwt007y,8.46,Inactive
juno18vgr7q77vq8cektdkg6tmt4h2e9fxpde2egzpk,186.88,9055917
juno18vtxdk7eyy55rj79j0xj6ky86vhnk9j70cqj56,19.0,11637545
juno18v2sxsf2wa22e7kc4w3lh9jee545yz37svssky,50.8,7283303
juno18vfl909jetdj0lyjfnvzh6l86wma2xx3g04crg,2.86,12693703
juno18vdqhzgqe7k3g0mkv6947m8hefr8q2xcjrjavy,3.85,7494224
juno18vdvgjcwf0rpqcmm3qyvxtymd8pspnq3t6hzus,6.86,5641984
juno18vw8353g77srtlhfh2rw98hpwkt3qlez0unm6q,11.95,8222528
juno18vu5v4fwkhrt92mz8ueeccn6d7ftmclq2xslv6,8.5,Inactive
juno18va9de6lfzmv6eezpmdp78cs6u6vl9dsem2vuq,1.92,Inactive
juno18dptthx9aj2k3vvxe8mhszwxyczeptvyd55rsp,4.65,Inactive
juno18vnr9syh70lf8n6g5whyc3yhz9axerw6pdpgqn,5.0,8000955
juno18vwvcan5gllavx27ewnjws7q3t65n3q46m6ezp,29.76,10366673
juno18vs3zvkz37uh7v6j6f4rvn8raqhv0l4cuf9fa0,63.5,7382944
juno18vw565na4qljckxlrjt5v9rwgks36254l7pdz8,17.48,10706875
juno18vnmzxfgeaf43t6g6aavhw7vwdtwjgcsac946h,8.08,7794943
juno18vsgsdvasup2r2hgwkejmcc3wnedhhqzlsxgq9,18.4,9243413
juno18vk7v7ahng97v4jqgs006e5f9r39sngmqtxvmd,15.28,9451987
juno18vhaumw8fk4uu7deahkh3wnqrer02hvtelcr9f,3.35,10069923
juno18vkggndkkhkmtgspu32applakrsd0qxkgc37a9,1400.0,8128409
juno18vhkrgx9gtqksmqev09f3a8cc4lkea5sh3dkw8,3.12,12023937
juno18v6760cz22e9v6dkv7gxvlvr95sj8hrxm8xxh9,2.94,5892022
juno18v52q9zzs4ev39xgpytmw2497qfreclz5e88wt,1.45,12473459
juno18vuzlvhv5xx63ymy7sxgmwswpmkyj6q30htuxd,201.91,10569321
juno18v0vfyh4jfy7rgpr5p0rzgn38u3lh4373s5kxs,31.69,12658595
juno18d939r77nt26ywmlm0afqhlqh0vjed4396g7q4,590.65,Inactive
juno18vazfn5lc2hyyak05j6zse5az20f6wy52uj5nn,97.99,6016102
juno18va9skve3cge0r2u6vhlgh3sxejmaslhj4llgp,5.02,9875487
juno18vlstwccx5zu29l472mc8wf4slyqq9ru8w04xq,17.35,8223980
juno18vlaeejuxezftzpp89r3e2h6vsdd8ehr3dvm9e,3.48,5952310
juno18vu2skvxgw46vck6exuawpdv29fx8w0kdl7faj,6.08,5590208
juno18vam9gz7374vh60nta4vvqgut5pqvgqeuphdjl,265.0,11995528
juno18dtgwxf3ajq66qer230xa6qeex8gwu296qhwc0,38.1,Inactive
juno18dpsdtp203a9zsfadvt36ehu0ddw508c9twvye,39.35,7768596
juno18dps3qjq7tsutzveek7aw4st2ldntkgef0hlp9,12.15,11578676
juno18dr87k7aq3sh9s6pj7apmxe8puf6qxg59ufdmk,18.0,11060246
juno18dpyev9epzw9076sxjw3ec8rdks7aq4953fzjh,36.35,12585565
juno18dpesjyecul80hpx229wuexxpa4dutgee2ypmm,0.7,5512882
juno18ddkv5wzkng7unjpwk45gc8mpzgx308jrruw70,6.22,6848236
juno18dr5eh0sj7l6r7puk85wsdyj64lwaw02kr5t6d,3.92,12689638
juno18dyds6aajn9x9ehg8m5cnd96utxpwrhy7w4kjn,206.14,7688987
juno18d0twl0m7ygkjmfu0n5xpt34j6ql364rwgz9y4,0.88,Inactive
juno18dr7wlu0zzmvmznmnnqsatl8h98qvc2rj2ws6e,1.74,12638505
juno18dyzfftdap4zjull3j45lfjckm72x0kwn2fklz,13.3,10428473
juno18d9qk7xs2w2n83j0krpucszhg5elnvf824p4h4,4.45,12019521
juno18d9z8ym7htwsppaugjx4h5r9m443s93r2cgvz0,32.21,11358422
juno18d5zctwvsxpjqp4ewelde6a5an5usk36fe3j8s,7.26,Inactive
juno18dggy0u82wdswwlzjqns8durgj7qua0wn3nspp,134.95,5484504
juno18d4xddrh2dpzlg0hqhgnszzh6hruk6qsxh5h3s,9.63,Inactive
juno18dfgu3pykrfrdthjp6xhns06h30aswpt0j2n8q,68.96,12554000
juno18d2apgseqykfuhjl632n8ax2t7vwhs0gzskxvx,90.0,12019486
juno18dwxfv88kjg5xe7jxu8k6hellyuyv9rnzgc23f,12.0,12127708
juno18dda5mcxp2yx9vu5kug873m3a9e4dy8fgsknyj,37.0,7704987
juno18dtmgvdfc8knrhaeqdtvqtmxdk5fcelv0eg3h7,138.41,12379609
juno18d08fl5ldz85kfwxp3d276euzlm7xu93wle6kq,10.19,7287414
juno18d083nwwjun0ensy7wqrdsts9r2aelprrp9ryu,34.97,12011785
juno18d3x5h7ntkn84x3ahunxyxztsh0t0thazn82x6,68.29,9738783
juno18d3czhdfza2mcmw3ytd5dgzkg3vdfa35hw7ert,209.13,6551507
juno18djdwf30t04c80kkvn7sxgpqh7wfkw5gm6lg6z,33.9,5513590
juno18djqlk377su0gajdxpzarvv2gwew097fnevwr2,10.38,12296738
juno18wqzrqmlhqjytw48lm0tja2h2lnxpt3anfljde,19.72,10340453
juno18d50f5rwfeugep8tcpmkpl2pnykudxacweyaps,10.75,11363022
juno18wxfe9hrgxr9xj7r8hlp07ewj2v99j06m8cjdt,0.96,10254361
juno18w907vjk50xjgne0nvhxyyrw5z90z7aqreegpu,1.19,Inactive
juno18d47c8yeck7ejgcsgfgxgnnzqxlq6cmwh9zjw8,3.59,11695456
juno18deqhas7qmyx37fe754jqsfrukg50sjeq6rv9f,192.78,10777165
juno18d6nevk70wanq00ra7np84qzrt4jmchs3zrwzj,43.59,7337312
juno18dadjtgmp8nv4rnlafsqqt48k20jevt8efdscc,68.45,5809451
juno18w0hkj50hl9fxzj092ry84thlul6wzzvty69fa,2.33,Inactive
juno18d7rc4j3plqa8vvlw6yxecssyum3e93rx83ksr,3.14,6555740
juno18wt96kcataxna95wsmrq6x4xctxu4wmy29tvg0,486.04,7639367
juno18dmy9pyez8kmgpl85nwq0uvwqcg934mgcpywv0,37.08,6851376
juno18wd7zftg497sn7nuatgfkqs33vcz890yedlug0,7.72,Inactive
juno18d7v04e3zmnqek38jszxfjy4e6ud72fv3huguu,2.89,9574322
juno18d7p9ae27lzt6zxcpedhsxkhh0qr0p5aszj3tc,243.42,9574826
juno18wnjhvuqsumqxw3zx0nujmdhv2a4m7uz7997rp,16.29,Inactive
juno18d7sl86mh7se7lhnaq5hryl60sdqdmljeas7ns,1.51,9002849
juno18d7jjc2duaa02mp7zp339e9lr5m75yxtadmp8e,140.46,12644253
juno18wc3mqwpl6vwnkxcm06vx50tcaqncqv2ravxmd,5.98,Inactive
juno18wc5snuk8m59ka29uxt0y0gcnf9gp95vm4e0kh,364.4,Inactive
juno18w6ghyam8snp98j6r3vca7ef0fmc0afzrg8x4g,10.5,5239075
juno18wruj27uggmks2tamdgxeg2nyvk36ccqr5pcls,64.1,8971437
juno18wx7q3lh0xx8sg843xsuqk5ntqyynqzdfekvv8,4.63,8083703
juno18wxq9fph8arrvdaw3dy0w0nn5cs2skvkg6u7fq,0.8,6130716
juno18w2v0wkxlfcc2ch0z7q0k9ac5jdgdpf4w3jrhd,89.5,12444117
juno18wfuy5vurtmgstcdsurwkyudkwlnpm7lw7eg7x,1.5,6290545
juno18w0ynf7k3fzntvknur6t5yueja87mtcx4vyhw8,5.02,7913777
juno18wtq9dwqjyxgcptvl68dselqk67pr8vm7vxlxl,165.2,12120477
juno18wf299h0ep7h049ggul223l9layv4jwgu9d4fq,134.14,12283390
juno180ysf7n0pu7wmet09nx6e6wlcyshp0rxftl5em,3.03,Inactive
juno18wwel0dw202xwcv4rh4anwcm292ezcq9w0w93t,1.01,10059439
juno18wvjml75excz990x48xwxne3846ezv7deedru7,5.12,12248200
juno18w2jhe8weq50mkpcutqdkem4522kshg2a9k22w,19.66,12716402
juno18w4jeq9ny7m46f3f8550vzgfqhtx39sy66lfhl,6.23,7172254
juno180xgznhuguypz5g74mu5zxs5felayw98m3jgpx,24.66,Inactive
juno18why7t6n827dmhm7egn2lncrkg99gj4a08gwje,16.69,7343961
juno180x3gxdyvrrr0u2mhspzfm0gqe5k7szy0h63qa,1314.67,Inactive
juno18w46ve6e6mn76n057xpahyhqnlx6g2h2p49w9n,4.27,6296597
juno180fnhs6ffr8etw25j6xyptmlvd89dpxfx042us,107.4,Inactive
juno180dvtwt0yynxnmrlrtt2uyh9jml9cju06cg7tk,1.0,Inactive
juno18wkuajf8c35zcv5ce7fu6yt4w9t438au0sglj6,1706.0,12710303
juno180syd38v7phwgpmqcg63w49fe8xa0l035aq052,1.1,Inactive
juno18wu35xx3kkjzw29e0r6djg4hyl87qr4spn277t,34.65,6037472
juno18w7pqk775dy7edrphceqfn6gjekm99vxsntpl7,6.76,7739448
juno1803j08eucq207vyg8zhmstkkrznm3j2mcm20ae,25.0,Inactive
juno180pt9jxt4edrgqn8jf2s6j4r2e28els336tleh,98.35,5962058
juno180jaavlmezx64rf2ecf4n4knphvp8zv3efq9qr,3.6,5840646
juno180zsrn9qj8amrkk00qnzhc0hnq3sgc2zcx27zk,114.15,11049481
juno180rk0x8zmylpp2zq6mcs84y92jwt4e88lvx94a,10.95,12444565
juno180c4nr2mns9rcv6xfrht9p50s7x5h0f2zdxqq6,19.6,Inactive
juno180y62nw3996jhyd77duhdwau2ua7qvj05jpdt4,45.84,12562832
juno1809m6qvlyzyve7up4xn5utvhfhlnnmnhjzey3p,10.03,11517928
