Address,Balance,lastTxHeightOnCosmosHub
juno1ml4c90e6qvu8x65qjzufn820m8mgxqpjee22fs,10.31,Inactive
juno1mlhzgdvz2cyxltvfpnq7yvzgtr8hly5lq4j6zv,2.87,6200247
juno1mlfaw9xc9nq9yjfn0wdk3wrn8lq2wndkjxq8yx,7.43,12569169
juno1ml0ms9yv8fnnn6jm6langzkxfzm33yglt6xgqt,14.01,5492988
juno1mlwvtny6jwf8x0ep3kclq4wrw2p5txuwadw7m3,6.95,6497140
juno1mlvrkepma9ypctufldj9ljvle46mvyeen92u56,29.98,12286514
juno1ml0g27jpzg2r5uu7z7p3xceg0fz450l35cfp8g,1935.47,12683152
juno1mlwxzd5hu2eedrpcjdlynr3lpxhsyxu9xnevjq,88.08,9207527
juno1mlsr07262d9c9zwzr4rure4qawndutfkn3f3lu,7.9,9009169
juno1mls4f9yvqcs5cf8j8qy779v9h5cgvqw9fcp62x,87.59,5770771
juno1mls34lpekl8fz5n9h2zacnurcf4etcp48n5acu,4.21,11387526
juno1ml365s5t38kerels0f9h2an2q2a9unctd3ndl9,942.39,11327193
juno1mlmxs2zmvypeze2yskfdtlslrfem8v8ne95wl9,18.96,6176747
juno1mlhc4hzm2a5vrquuspftm5dr2572r8tk3cvvk4,1.0,7784069
juno1mlay3wagdrf4zd47kkjcv5qx5f7pg84ukz89n8,56.4,11501205
juno1mlawst8924vetv55p8yhss5hfp6u4r4y3wxsvy,258.55,7562148
juno1mlcz8f5ryg5qk0q33e60pxvknvasrsnuss7v44,12.52,12069092
juno1mludzkv2zzv0c5gl4ayh5w0yztvdukl2yzqfvh,1.99,8455312
juno1ml6uk9m7l2c3hujhq6n037x6g3thwssln245qn,39.71,9153984
juno1uqw3p0pp0qpnejp542cee5gv3jcyg7hh7tcs0v,39.23,11827006
juno1ml7rxjhwmzz74kfaun3yzrfhh6aktrec0lhyz3,11.86,10510026
juno1uqqzryfdsa23el8hl2un9qf4t056vsejyxk9uh,111.73,8185170
juno1ml73efqamrypmxc8repq8y24s4nt00ahtrr6d8,138.52,12648441
juno1uqppwj5cw2a46dtjmy25skmm0hp33f4nhj6ult,27.75,5516389
juno1uqepsw0azu9x3wa9ls6lqvf93vyzuarzmx98x8,2.17,Inactive
juno1uqzerfr5lsx6xnrcdhz4j5h9sre50l35nm7tkz,29.95,6069779
juno1uqrngm45uw2dwl87au7vhsghxuyhnpehc48r2c,1.37,12579268
juno1uq98e47ajg9gc4ljgkzj54mhtjzh7kc2g0n7za,39.8,6319561
juno1uqph4gx07xdyudhlmuj25zxzqvlh4tm8jn0ylv,485.78,7370982
juno1uqgwrg36yary7j5f962aq8e988v9pgmppfpy6p,6.83,12717705
juno1uqtvs8lcwph89xgpe43jdwxqcsadk4glnycnr9,10.99,11585523
juno1uq26nrpy48yxkz9xlt03kqfulhjgddr8mt8h59,34.66,8402488
juno1uqvketx3xx7vy4zkzs55a904a7tsd98hgdygq9,3.48,8288498
juno1uqycdwf7pef5smyyealw68qsnru44p977xqyxu,102.98,12702471
juno1uqdd3d6zdmtezjgs8hak7egp0m6n534xnl9z04,4.58,6373246
juno1uqdeqa7p7y9023pd0qg5qkslrcdjwf8ac257dx,20.38,6590703
juno1uqwm2r9yjhd27cq2kmwuzwq32mpqe97qayzd0v,30.13,7546148
juno1uqspnre7yyhqpa3tca2twvwkw9csufy0achzee,10.39,6445279
juno1uq30akl32r2vy80pdy8v2vmc8llv4y7n89ezvh,255.39,11581739
juno1uqn435wme8a88j7xg3hh522mray9h6rhptjdtz,138.0,7652334
juno1uq5zfrjw4ka6spga2fptxrp6juv3vqhhlqxy5z,23.04,9402114
juno1uq546ntmqj3zpdfd6kau342gavss35h84e7534,134.32,12493988
juno1uqstqdf2ehwp73xk53tk4zsa2eag5ywsldgz3v,176.28,12670566
juno1uq5uzsucsqtwhnku7ztye46z4yg49flsr77reu,7.65,12627159
juno1uqkgrvqlu43w3s2u50qhsjtv45yqltqyp6whva,10.91,8977852
juno1uprv7f356f2cxs34xgnqsfrrku3s6w539whmqs,11.13,9137905
juno1uqnpy2ay7rsjyd4s3562d9nyd8ag0kjqxtt207,0.3,7655485
juno1uqh2zguuz6e49js0qp8gk252z5xgq4et8g77ky,15.75,5854845
juno1uqhm7h8y0yg9q8qz04fk8sr5pnysw45z872c5f,900.84,12710936
juno1uqk5vvgs7hrxyxp45t0ewqvyugq9gdgtjvxsqj,25.71,8187097
juno1up24lnr94kn73dv4lahahruxl56wz2t2dfq058,11.37,Inactive
juno1uq69uejakvkr9e7jssg20d28h8hhlwupq5rdt4,7.99,5621528
juno1uq6usra7e2ljpq7ej9jawyn4wffwf6r5vag56j,24.58,12635206
juno1uq6xyvysgdjpwd4rmshkl82sy3755vwtzd4krv,72.47,8367281
juno1upva476dqzgz6j6vu8pjmf99rhww7erwcup2nw,12.89,Inactive
juno1uqu3s0cx7z9wjs3nrccwve0d7nswpemjzsx4ds,68.69,11337509
juno1uq7k047426s4x6x0uw986gqwq95wdc70w7wk77,2.91,5910088
juno1upd568gddnz9448qqtpngcx7spz5v5d7rgzr26,129.71,Inactive
juno1upzflu97ercu25hlc8rvajpwxgq25tag99kldg,231.77,12663202
juno1up0namepxe8qznlsl06wx2ak0rcqapekj23quj,156.48,5224559
juno1uprmwfpeuamzpc0zlyl2p4jddpapk0azrfpyxa,5.18,6653681
juno1up9la2nk95gqux5caxmh09xdvp4x85d6mpplhd,164.93,12270017
juno1upftp2ejhrj7ww3ghwwjkc6uujuxwfpjj78t00,24.28,7719981
juno1up2l7r6s2dm6h3wq7uthgwykyd56rw4h9mneqc,30.2,11920790
juno1up2s53255u763wmh4988uhp4ndeam8e8sd6pcd,130.0,12400553
juno1up5defwqvvgl8qrajaq0cul4hf2ea8atwx2879,63.42,Inactive
juno1upt2hh72sgwyj05kjrse3tygvnwk3q9nrfwphy,111.61,9879056
juno1upfl0neae72x0mw9qmfpd4sh59k22fmgqqq9j7,49.32,12666980
juno1uptgckg7wdkhkq2ycyyc3pte6xrtzhgreq7q4k,49.0,8070911
juno1upt003gv33u52tkvglr9mnpjh4j28mvhj7r4sp,3.9,5900149
juno1upk39f36hyjhe2mgz6wpswsec9566rqzq299tl,8.11,Inactive
juno1uptk7allsycvxqq82w5zue0vhzxdwzy9aduz46,25.78,8687362
juno1up5ntwvlhdscvux63e9yw38f5fc9x88al52w93,1.39,Inactive
juno1upcry97hr4qtstt7srq9s5e3cm3hz6zandrm3j,21.72,Inactive
juno1updz3j24xv2cym6s0kra6tnc9f7sksm2f0gp72,108.27,11337605
juno1upwsx43tgjclq8vvytpjxadnecqcrjvadu69ku,5.95,5872960
juno1upwdchh7g2f26dthdfcdav25l6r2hkzw9wpl5a,2.77,7627186
juno1upd6a963nsmzww2t894nzx4x06s20gwheqnnkr,7.56,8205405
juno1up0tlzt95qpu39869dstp4j9xzm328mqd3cv6x,16.48,5611912
juno1upsrgsf26mhxu8v29n8wj02x4gvrcyg0qhlvd7,2.98,5869308
juno1up33u9sxxt5e30kgfuq5v0v5zspuxmtvsndjnk,534.37,12448048
juno1upafv6q2hmv4tq9qd66e5dym2csh9pu9tphn8m,1.0,Inactive
juno1up3lsv5dqx7z2cqhhv6ncc0xeqfhlahjq45pcm,19.92,8035041
juno1updhfzaqphaqc5uqtfxafyxcctg5jntluxgp7f,201.01,11035280
juno1uplypkysn92xr32v45ujtzz7u9yxpp0mz72ye3,1.12,Inactive
juno1upnkp6f28s6x6744hgnds93h40mrw3239ast7u,200.0,9553334
juno1uplk02u228wgfe8649hdkfhj76tknn72shs9ya,7.53,Inactive
juno1up53sdcxtsd7pgqmw6nkekwhg5q7v25hhuvle7,1.0,6898114
juno1up4pzk0chmt5mp27fsln40dmd7cg385rpceusw,11.81,7727877
juno1up43xcwk3nfc3q7y46qzlmn0ccf2fljwnaz6w6,1051.8,6878214
juno1upklerz6m4jx2qqwgtap6qsxu8nkrcn9ve7gsa,149.87,8888546
juno1upem7055tl74rwz4w3qysgcwghamja9sukgugq,7.15,7166567
juno1uzzkusgr26r0epz09c2prnh8n366tl3ak02us8,14.96,Inactive
juno1upcjpxsgxuvwsat9q0j6vd46edrk6sum4arp2t,7.47,12033189
juno1upmj0ndh46juwzh7xn45jqhphxlam5whudptcr,13.47,5605457
juno1uphehklvfmvmrr09tstt4cw6e6sza6knsytd8m,68.43,7562067
juno1up64fesvhtca2r4k0n0yklqx2hycge5vxxlgk3,76.35,6174043
juno1upeqpme9dy8qq3y36myvhnytjt5gncencz5hq6,2.29,6097417
juno1upcdsmxjguyhmjf4zlrzejyf0davscjl04mxw9,6.81,10139914
juno1upmu04dxgvdl3s8e5v2f6cn8p98j73zvflrg3t,7.78,12148166
juno1upuwh0pdqgr6ravrl5xcg7agl0qm35ja3l7vm7,14830.5,12207685
juno1upul6tsfgrth5p3el9szsrt3mnmcfcstswwl4v,62.87,8133211
juno1up7gngz6rpmsva0l2cnp0h226kxcqhef0dj6tn,38.99,8941707
juno1up7d5ny4fwcvykhwxmpmc3f30wqggdgfe38pud,4.95,5719890
juno1uzfzuwh90h3a86rdycqj0keqzxg9z5cn5mthfl,19.54,5711379
juno1uzv70cfwqdw328twfvvr95k2m73a8ttuc2a5hc,13.0,Inactive
juno1uzqghreqdzcx7llwgrvmnu0xxn99uy6s2tzq7x,11.77,5396449
juno1uzq982cvhplp5gg4xvtm56sgdxpjsflsmwmekj,31.18,7099897
juno1uzqs43apn8jsew3yx3ked6yy7saqalsexwz937,6.54,8447064
juno1uzpk0fyfg3r6mk9yz3vxlue2phhu454y5laeaw,5.27,6139525
juno1uzpjs4r8r8htvs3l6efpmg8nq5vczwnp7ladhj,21.76,10928986
juno1uz0mgy86lghwecna9ujlfewn08uzauexzyhp4w,17.53,Inactive
juno1uzsqn0nv6fy2ac4uqhze73kzlyhdxfplskqqsa,14.95,Inactive
juno1uzskf399w5qum3x8m0hlfne53x3ydg3d9f5n8l,6.38,9007051
juno1uzp72hu7nz6prhsjspd4vnhc4c76ytfv9s93vn,20.0,8432214
juno1uzje5f0wwajfhv095tepmhvlt4zchhyx54ad6e,2.2,Inactive
juno1uzznen3nadquv27s39ltpscru305myq345z22q,6.71,9008256
juno1uzzz2r6zvtu6p99ccldvq6wyyl00k6j9fucnhc,3.2,9441185
juno1uzjskznzy94w7eas68whwahtch5ce3p6s5m9mu,1.01,Inactive
juno1uzrpa949nzymx95tvph89wec8all8djx0g4pd3,49.89,7415507
juno1uz9uxjnj9mqlhr4lxuf8vedv8rfj32x3pqazls,1.86,8463455
juno1uzxprnd6jnn0zqwt9ws3zqedavj9edcnz57dtc,94.07,11435778
juno1uz828lvd0q6weaul2jsaurly6a2c89srnk86mz,100.0,8155007
juno1uz92ep38guunqung39dleg3ugpksvz43pd5sg9,25.19,12714417
juno1uzx6mxwt05s2tfkxuy8527jemrwv8kwd6kq3mz,172.27,12140397
juno1uzhzhtmc8qzqczt6wwn7559y2rpvlgxmvlcxdg,1.05,Inactive
juno1uz24mupvexsyhu9dtdfceqfczhlsa24sllken5,12.96,8379921
juno1uzf082gn2yaztfvy2y4jc9f0whz64300d4sc8r,6.09,6122334
juno1uzdt6k4pyuz6nqrl4qml68ughu9ue3xlsy267u,1.15,6695622
juno1uzd9xv62mqhaekh9k64jyhpfu3wxgcsjx4upjm,12.77,9029681
juno1uzlq45xytc6jgwqr3nekeg9tmn9nqjtgke4zdh,9.95,7306057
juno1uz7p86xjv5ggmj5hxf60sk2x772shdsd8dlavg,48.65,Inactive
juno1uzuc4d72hmfzmelffg0lhe38ddtsy8gptxmafc,9.69,Inactive
juno1uzl28z4rrvmtxcwz75s33r9ljnugfvmrtz7793,41.21,Inactive
juno1uzten246qywn4yyy54lxnj97e6r8tgnhv02drx,421.1,8257548
juno1uzsk799vkafqacs73gdfaw6pzraxhpuxjjezls,48.16,11720670
juno1uzsmpsupqqyy3gwr3q4yx3x48vtjeekn5yyrz4,215.7,12452374
juno1uz32w863pd5vuax9kqa7tjhp0n6488etsd74tu,50.0,6189693
juno1uz702n43ckm99qm6ffv4llqt3k89gmdema9tds,511.39,Inactive
juno1uz5jlzwu6qr9nfnzfzwkky45pjcjk79psu2wnd,39.66,9773126
juno1uzkdcywlaxvwp4dj8kwjh0rrh33p8h8ftgyg48,76.51,11086804
juno1urpzg3fdxjjne7m6msa40k43hf34cxgygd22de,2.24,Inactive
juno1uzk4cvfm5wfnkgp3akxdpa9kynu4a24h8nn9x9,2.06,11393966
juno1urrvep0shagazatgfxhpraslla02ta3ugw5yw7,5.5,Inactive
juno1uryz4sth7d6hg5hadc9ukswsmxlsx2z7p7sg79,7.34,Inactive
juno1urtpxwfuu8k57aqt0h5zhsvmjt4m2mmdsf9jf8,1.0,Inactive
juno1uzmsez03hp0j2225wjt78kj53zvsvwrh7fa4he,37.34,6078530
juno1uz7y50lsajphg803szcksrhu4fqce8fy5m3q68,60.08,12516449
juno1uz6uadp0q932qy9jwkj64qpxzknj9yujwsd2jz,103.29,12686640
juno1uzc57a3d98s62g7sn2y77wc8wyvsck4l46wu6y,24.99,12594669
juno1uzud9q3r94cpf3agwysjw4nyph5k4d84c382ws,4.0,6851543
juno1uzl6e8pqcwv3aqwkvk80ryw9lqns6shgcn89c3,2.09,12473575
juno1urdz6sy08tdtqve7kyxn2fh3tkugtzvygu200j,1.81,Inactive
juno1urdw062kdepgxzy4wakz4szqce5elt36993axx,5.45,Inactive
juno1urdj8q86cwdstr4uhmhkjm6q2uruqdpwy68usw,1.06,Inactive
juno1urwz2vyxp3slh2ta76xpkknzq5uzje4seklyxd,13.71,7396426
juno1urzazn6nw8vjh75jzp7fty8esgzaxuxj3e7gt6,24.51,10191547
juno1urz36q72829jwk34yzpp2zyms6e977cfedecge,104.89,12682494
juno1urj3dt242pny22f7jlkptr87qwr0gtum7u3jsm,3.73,Inactive
juno1urrpju7lpvzjql3lvaxng7t85f0ypgh4eh3977,15.27,6610105
juno1urj7vxvvggf3ghpun4qh8xtt4qjsrdd8nn86lz,5.02,Inactive
juno1urq4g5x53ylv5d9hjty83vratcjkqczug9yjf2,876.31,12662927
juno1urrlt7w0r74dx4dv8qqpy37et39aap782akvtq,23.92,9492272
juno1uryfuftmgn5j5tzgq0fv5zfs8flgkktes28lwc,5.67,9076896
juno1ur8epldmyauwkkxph7dehvkmkf3mvlat3w4284,166.39,10805377
juno1urnnchg56vujan36034w6clrwfse92yjt4jxr6,2.36,Inactive
juno1urftla5kyjg8hwjudve3xt924j3vpeu82yhtmh,12.85,9159509
juno1ur9dzhsmj7k9wv2fft3c3x3z2s0fdwkzypj3rn,6.81,5509327
juno1urfj9tzlynq07u8v8aapw6hpzvypnpfg33fqxk,2.5,6475772
juno1urt4rq00jtlvqr47z56vrvnpffkea2r778tsy0,11.26,12388902
juno1ur2l5qkfkfgy5ryxkr0aap3hcqxyltt2ek03vq,5.56,5812781
juno1ur2lwaxdr6mp793tuc2ztzvcmwlmjlsvkh2vv6,94.31,10525208
juno1ur2nwxpkv4vct64nkenl83v3rckcla43v6ztxk,5.35,9056803
juno1urde3ce4xxvg79fav0aarquhdvavy2dlduswzr,50000.0,8954327
juno1urdlatc65uzdnsg4mjh987dhg2d0csv8qhe8ku,60.0,12638534
juno1uyqevppxuu0px02jwc4jkxrx822dvxla2p87af,9.9,Inactive
juno1urw8w0jhc7fvxgun3shzys9pat2faegnt44l3z,120.27,5937265
juno1ur0yee9wfltrnsnx4g9nyfzn8jlykzmd64e8z3,36.04,12526796
juno1urwgenaj8v5wzct8yj00j3y0q2dj7snufd98t6,13.77,12443231
juno1uypcsxp5huwp4cyse7yyswemazv4cgnr0gexzc,15.02,Inactive
juno1ur327dfdhme675520y0wee9mm5vkjep4d0zq5n,14.46,12356263
juno1ur5vzra0gl9j000qltg8zn24erhze06vtkl3y7,44.61,8812973
juno1ur469da40ahq0cfexag92u9f5a8we9q34y9uge,81.82,8254894
juno1urcct4cjz02hkeep25g5zgwaajl65r5kr2q7tu,4.75,6537675
juno1urhhl4fxegzscfnudwjdxuf96lafum003xdfs5,10.43,12301236
juno1uy82s95v853jll5huxghaeqrcuv64gu95lvp2t,1.59,Inactive
juno1urcazf7uxafttne7f8m0e78mugk7g2ktmamtvm,4.69,6013808
juno1uyvzhzf5semtee94x5tkjavtacpvh7kptazzvt,23.97,Inactive
juno1urkxxfd52znnenygakjh9p6kvnylq0zntm3qyh,202.43,7805603
juno1uy2rgheyq05tz3jclsy4yudzryqngngyfes9hs,1.29,Inactive
juno1uy3wvtdmqdf8w3y3gz5njznmm46qhd0wc63w8z,14.49,Inactive
juno1urmylecttawk5ekqxp3f2x2qns2l5365j5cg3m,12.43,8469635
juno1uysl3xn5acan5vqht5678k75gg30ffxvtgcp82,11.53,Inactive
juno1uyn0f8jrw03cjzm6efqmws8kh90de69cwh2q4v,5.76,Inactive
juno1uru68zm53u4c5lu64lmgk4zk7c974drma2555a,58.85,8985065
juno1uyph0dygm8yky8h4777fmw6s9z072zkfy0v7dk,1817.34,5669967
juno1uypknu7a5qenw305gsd6lg23w7r6kuptp4mz3x,20.62,12051355
juno1uym87vldxf7urr0msew4myxp7e5v7vmzf6w5df,1.69,Inactive
juno1uyzl7qhhlyzar6lmjxzycux78vd0cxm4hmpukm,28.54,6569819
juno1uyp6gp2ez0xmx4725panfl8c4axm2l6hmavdyf,15.0,12367861
juno1uy4z7h994a4dc5faj888wu3qnz3k989scn4qda,10.69,Inactive
juno1uyfuyeyqax5jj0udv27grn0l0hcd77ez0mamy9,1.0,6898233
juno1uygs3vhuuqj2xj5n2nf0f32v6spwlrf4n7zfw9,1.0,6349063
juno1uygd2mf99j6h94fp6v6u8lamvnpj0q27zu3j5d,164.08,9242163
juno1uy8rusptjrd2g78ey90s8zfsg7d3jxz9f6zplt,2.04,10675965
juno1uysavqkqv6c7tdh54d7l3ysz8ecy7mp2rz5x9a,488.2,9288780
juno1u9xhmlyng7n2qd256uzgge7j9z87dpgn5wcz6u,2.39,Inactive
juno1uyts5lgr9tcmuhzzww68ktgp9v7x0kellldxsy,24.55,9780453
juno1uy3zltee983pfzz94rehw03pw0vx2s3ftu37ua,235.73,8949106
juno1uyj9upxy6pv6t5qqjc805trkg9dpyws4ep6yvp,29.95,12144002
juno1uy3e0j2hzc80zlgxllm3n68m3khrr6he7crfd0,7.29,12394064
juno1uyjz53xmtf23crqxw8ljzukdl99jwk8hgr9zt7,208.06,11774307
juno1uyn970x0d4mc0prlff886sec6fup9ez4erfj8k,29.26,9345754
juno1uyn6zfjclwkk5cr2ax7ztd863pj59pf79kt7yg,16.05,9618325
juno1uy5re5js774l9nguceucqtwgpurkxrpxyp7qc7,100.12,12629365
juno1uy4l0m0945le43aks3erx9jawrkrfygxqylusv,25.3,11745371
juno1uy62mzvc6m4legsf6zjaf2r78etz9sqljtudx8,54.07,12533197
juno1uyayfz2zh8f5dnsvqkf98zqn6u8eay5ps3jyum,2.28,7955299
juno1uyhda28778j0g0q5062mu9stryya74wtc0hfv0,14.97,5895679
juno1uyuvt0pz2esllm8s3pxuthl80c05m4d3klvlnj,1.93,7324943
juno1uym6mdqysvm8af6yg35qsj62wd3y2v37677u3f,14.0,7948407
juno1uya8ww82l8k4rm2yjkel07qs74rx289jdet4vh,678.11,10466741
juno1uyma3d9d2dnh5tqh0lw3y4l476hewvm9qy55n2,34.81,12442380
juno1u90msraewe6e3hw6ezad39jztxawmeykhxmwdy,12.7,7423312
juno1u9yqyx065z34ss5s04hgay72afa6fk5ztkefqf,158.28,9899919
juno1u9nlahew730km9dyd6f3e0cjzrgqzg92uxda9n,60.09,9416827
juno1u9xzw79wmh8x5dr3vnze3kmr25f3ywcqkfe4ah,9.15,7691211
juno1u9qspzhjl3f7qtax4ew7pvsx4xy4wjyg8k9vgv,339.54,11017831
juno1u99n7z6vx2ggscxaqegs58g2hqven5j32dxnpk,38.13,9540245
juno1u99725rz2nslhl33593rcw0vg95xq8tjcgkxe3,23.5,10592440
juno1u9r8u6y87ze9u8h0t2n9zcd3te8p2kkhnk5whh,7.08,5641509
juno1u96ftjc4lcts8m9kxuk68ymakxfskda6lk37qp,2.03,12691370
juno1u99h3yumdjypwnshgcnztus3jjkxttwjgcvzgj,11.98,6800473
juno1u9gqg86wc8tee6uwg4t5tymdcelvdaf7d9qslj,3.35,6264032
juno1u922ef5nm6wj3t8azcxct965lczy5zxge4uqtq,15.29,10565876
juno1u9vaj4mdetx7x9cafauyaak9dleedxra64yez7,9.75,7595201
juno1u9ts0t7ga6mmefcaxs6etnn64t455kfqvhtrey,17.52,8348905
juno1u97r7fxpr8tpt6kz9psfel76ajfnhgcx5avc26,38.43,Inactive
juno1u9tu793uyywzlh9fxlyh574a6ygspe2w2sgm9d,6.18,8911088
juno1u9va6h9twlnjffkxfxsj2ytvhekrpuecfu2n6n,21.03,8333092
juno1u9sfmqnjgvpvjg8cw0we8sgac0nsae9psv3xxg,3.97,5505107
juno1u9dplfhje9zt6e6pqa0e80kt66q8s663h58372,6.66,5999330
juno1u90ldnyrdew6364w5wzvd8tqn2hkg9uxssfw3r,50.68,10329031
juno1u9lgdldepcs6p7ypuzxy9mggrakdn2av723kgc,1.11,Inactive
juno1uxp4suf2fvutk6qkv2t2pea6arxv9n9jp786al,1.12,Inactive
juno1uxzsn52tuqlpjzqzp04plcyz0hh4shngv9d26r,4.69,Inactive
juno1uxpuh05cxvgpvlw8pj94pmnlscvt89f3a32nmu,43.92,Inactive
juno1u9wmyey0gezzk63a9268ugejwfardj3ghged5d,41.94,12668588
juno1uxy5wnmc7fpaq2a5uvvz3fejd7wp0cmeayy0uc,89.76,Inactive
juno1uxf7hcrup4eds0m8arujqrl2seted5clkztakt,72.17,Inactive
juno1ux2y926sz2ttxkkakgzzhvqmppa94gd2eum0j0,4.07,Inactive
juno1uxdjectaf3rqvcs85pcuhx3fwck45vcajp4p68,0.01,Inactive
juno1u9m2a6gjvpks49lf2hps6fgf9gymwf7pjqxxpu,402.69,7254431
juno1u9mcja0tvxksf5ezhcahnxaprtsmj55c5quxc6,95.89,7166601
juno1u9uk8p3kc6p2purm942cgxe9ukr2hjjd73nzps,5.88,5508218
juno1u9e9nn9aagmy0mg4cvm9crx37xathhyds6h7t6,549.36,7071625
juno1u9aqpuwcy7y3l6avged5nqrvyd22czfmu7ups6,33.63,6158822
juno1ux4fst9zfn50clryym5pd2yz2sq7wzkh5r0ynx,20.85,5233451
juno1u9asvsx5622fsjuduanj04phs436v8d3lfshqz,7.69,5722048
juno1u9a4685gdlk9ju2m4z05qknfa6fpvj78jze5s5,26.8,5828231
juno1uxe6g7g20qj8j5ntr5ftrq0mzasvg5uyuc0ll2,2.03,6736075
juno1u97u907vqwvusgxnfzm2kcjq3vxrjud9kgt96g,149.34,9900228
juno1uxyzkehumcc3mkl8gpu785nhng5n3m3k4f856e,32.15,7937735
juno1uxqurdfxjhywyl0uzgh4u6yvzme94p4pt9c8cr,9.93,6226352
juno1uxa6x6elcf6jyy645vdl7fvk7hfqtjnsyfp7gc,1.79,Inactive
juno1uxzu5rx3hz2gkdfld8k5h877hen2eujkxv76rs,24.95,10464878
juno1ux9s7s0z6v9ldya3dxzezk5rgv7uqw85p7he2u,7.39,10923075
juno1ux2t869q6zyr88nfppecje2m3hl6k7cj8h6x8c,17794.95,9517109
juno1uxd5qwpuqk5nwdgsk4vta0g7lwn2pf8kyutrem,4.79,6000764
juno1u893f7p3xlaz0yhkwhjcwzusct6kf7a6sqlza7,54.9,Inactive
juno1ux3084j2spknqy56gfp2txzkyarflputt8c9wf,10.67,8952747
juno1uxd854qejvwxjxkukaf3rm7vd89nejn4jljpgj,730.0,12655029
juno1uxnazcsqsw5h52wp52hyra9yzh9drz9wenkt9z,1100.2,12549910
juno1uxs9lw2tm4m3lu8ld55t9xx67qdg762huk66st,8.0,12438530
juno1u8vt6qg9lzyge3r09df2v9m2py46t5avx8x2c0,6.91,Inactive
juno1ux4g8wh0v907j9amwr7r9ak69wc0ax963cas9f,113.22,6624875
juno1u8wt82hj4aqyu2zmkjflchppg3ydgarkm3kvmy,6.9,Inactive
juno1uxh9njg7vgkppehutupzkuh4jy2sgngztz63fd,98.95,12631579
juno1uxmyzn44j8v5adpf8aqmm7fclnyqaejum40f5u,17.04,7493902
juno1u80cjj603urtfe8e23s7y3f0rzm8nuj4h376sr,1.3,Inactive
juno1uxldcc0fhs945f7pv8dpqqyefhe55jw9a6jwvs,57.96,6639232
juno1uxl953sqzdzume2u5phfc78y50guk9gqqnqttu,119.08,8016023
juno1uxadsw99qq3cwsm8qk3a4hulhpftfm752tphzv,4405.0,5883034
juno1u8ywfuykp3sehd9sx8teahh8lqv6vgylq6sgga,18.44,12698512
juno1u8y0ezqrcewhsnflwyfg2pa9znm53c7yrcluaz,16.98,8176235
juno1u89fne255cxrrc6p3u9xqjysjqkxc2vj9nlsx7,2.74,6710872
juno1u89tfznqhnl3s08rsm36w33n70j5u9cy98eqmu,17.56,6796751
juno1u8fchl7x9hml2u9ljgpt806vs8uq6k8sg2zdee,2.5,8706976
juno1u8fpvtdjaj5sej9dkdfk0p0yuuys59p7svp5cu,8.89,5970854
juno1u8fmplvndgxpj4tg4jz0axjjg8zqhvz2mldfrc,0.58,7568333
juno1u8t9ff5zwmvvdara72usk9ecypur8x93kcup47,50.07,12537933
juno1u8d8z56c3dwfkk49e354e9fqpjzu0944erv7n3,1.93,7484901
juno1u8vufa767tymal9p4yjnp3m6t0deht55kdwfut,5.74,11941680
juno1u8dl8f5wr3w9ruhl4h6f5e9843duusfpm93y2r,120.76,10869117
juno1u8dq4rplrvzagkldp9mklaz57p4udxfl2yj0gu,1000.0,11330826
juno1u86pvekmywskmn5dpktl0xj708wu6e2a3qjre3,4.36,Inactive
juno1u8wmsywgpvz4jak0kw49rhek86v59lqqkzawxa,47.92,7802852
juno1u80dd0z2d9p32lj3al2ckfm5h8lr8wad5nvry5,1.6,8420771
juno1u8jeqs9stg9mazw96g6ph3zdn3t84rnx9zgxlg,5.0,5726427
juno1ugzgvvyc8wzxdrkvs4gsv9gmczev9065u4jce2,3.44,Inactive
juno1u8jaw5pruyu78y3wvad73duj40ecagma4cry7a,359.71,12509557
juno1u8nvr5fkvcefdxvp7zr3r87myedvdvruyypjr9,19.95,12329470
juno1u8n9x5mqft0u3edvz5cm5fmyd4chg37gefjzt6,7.38,10554674
juno1ugyc0z8vst7ufs3et7nhegqnm5rxp0ww84tcta,7.29,Inactive
juno1u8nlpdj70yc0lm760u04edzyfayz6tpucp46gu,447.0,7512381
juno1u8st9vdra44xafmzynzmdnnn7dpyynvnpeyc8p,174.56,12044776
juno1u8h5rvmf83s6r66v7ardtrkhkfyvmhz2r87pw5,8.5,12239434
juno1u847ygty43s7xqvxeanx9pfvp5tfjz6lwuzyfu,39.01,7075573
juno1u852an6yv3d8f5pazs4ggh3qmfhydsmrk2kc46,42.68,10097086
juno1u8k2y20hn4unvjrmymy5m9lpfjutq775lh8cj0,4.94,12605199
juno1u8ey09eyy9lecl5e4dwq6kaeylgqv52vmdkmku,184.54,12596121
juno1u86jh93fu7mv883mffsqde8027sdgm2qsvugtj,51.43,7944433
juno1u8eafv6dqlydqhz84a8e344drsymx3vdwvdu26,1246.29,6270699
juno1u8em3wa8xmtfnur4augy3zwh9pekh6240h0ter,46.7,7983596
juno1u8ukxxfd20anq92nxtrprq96k59gnhzadqszm0,9.11,8177450
juno1u8m7svnru08g56rnp5d3h09tc64el85jtyezr5,9.58,7587536
juno1u87emgd3pmsv36pxntm6e0udlummhvan6ps7lq,12.99,7634675
juno1ug30yfml9ahpzhlwdv7wx2a4qa6sxlsxcyq6hz,1.15,Inactive
juno1ugq7uzre38unp5ga7dhfp35hnk782hnm8g0ued,2.79,9914226
